row_index,date_token,bundle_code,bundle_name,price
164,20251004,3574,MASKA+ AMP +BOS,179.0
165,20251004,3340,CHLOPIEC DO 6LAT,79.0
166,20251004,3344,KOLOR WL KR+ CZESANIE,275.0
167,20251004,3345,KOLOR WL SR+CZESANIE,295.0
168,20251004,3351,BALEYAGE WL SR KOL+CZES,295.0
169,20251004,3340,CHLOPIEC DO 6LAT,79.0
170,20251004,3340,CHLOPIEC DO 6LAT,79.0
171,20251004,3340,CHLOPIEC DO 6LAT,79.0
172,20251004,3343,DZIEWCZYNKA DO 18 LAT,99.0
173,20251004,3346,KOLOR WL DL+CZESANIE,350.0
174,20251004,3608,DOP£ATA LOREAL,40.0
175,20251004,3345,KOLOR WL SR+CZESANIE,295.0
176,20251004,3333,PAKIET WL DL,96.0
177,20251004,3346,KOLOR WL DL+CZESANIE,350.0
178,20251004,3332,PAKIET  WL SR,96.0
179,20251004,3333,PAKIET WL DL,96.0
180,20251004,3337,PAKIET  PAN,99.0
181,20251005,3345,KOLOR WL SR+CZESANIE,295.0
182,20251005,3337,PAKIET  PAN,99.0
183,20251005,3332,PAKIET  WL SR,96.0
184,20251005,3335,PAKIET  WL SR,129.0
185,20251005,3346,KOLOR WL DL+CZESANIE,350.0
186,20251005,3458,PASEMKA + 1 KOLOR WL.SR,425.0
187,20251005,3608,DOP£ATA LOREAL,40.0
188,20251005,3346,KOLOR WL DL+CZESANIE,350.0
189,20251005,3345,KOLOR WL SR+CZESANIE,295.0
190,20251005,3608,DOP£ATA LOREAL,40.0
191,20251005,3337,PAKIET  PAN,99.0
192,20251005,3333,PAKIET WL DL,96.0
193,20251005,3346,KOLOR WL DL+CZESANIE,350.0
194,20251005,3335,PAKIET  WL SR,129.0
195,20251005,3345,KOLOR WL SR+CZESANIE,295.0
196,20251005,3360,KOLOR Z BALEYAGE WL. SR,415.0
197,20251005,3337,PAKIET  PAN,99.0
198,20251005,3343,DZIEWCZYNKA DO 18 LAT,99.0
199,20251005,3341,CHLOPIEC NAST. DO 18LAT,79.0
200,20251005,3646,CZESANIE Z AMP + KER+BOOSTER,200.0
201,20251005,3331,PAKIET  WL KR,0.0
202,20251005,3333,PAKIET WL DL,0.0
203,20251005,3336,PAKIET  WL DL,129.0
204,20251005,3333,PAKIET WL DL,96.0
205,20251005,3333,PAKIET WL DL,96.0
206,20251005,3357,BAL 2 KOL WL SR,405.0
207,20251005,3341,CHLOPIEC NAST. DO 18LAT,79.0
208,20251005,3345,KOLOR WL SR+CZESANIE,295.0
209,20251006,3332,PAKIET  WL SR,96.0
210,20251006,3332,PAKIET  WL SR,96.0
211,20251006,3332,PAKIET  WL SR,96.0
212,20251006,3332,PAKIET  WL SR,96.0
213,20251006,3364,CZESANIE ASYSTENT,69.0
214,20251006,3332,PAKIET  WL SR,96.0
215,20251006,3332,PAKIET  WL SR,96.0
216,20251006,3331,PAKIET  WL KR,96.0
217,20251006,3364,CZESANIE ASYSTENT,69.0
218,20251006,3555,PROM.W GODZ 7-13 PANI,99.0
219,20251006,3345,KOLOR WL SR+CZESANIE,295.0
220,20251006,3643,MASKA KERASTASE DO PAKIETU,0.0
221,20251006,3555,PROM.W GODZ 7-13 PANI,99.0
222,20251006,3332,PAKIET  WL SR,0.0
223,20251006,3555,PROM.W GODZ 7-13 PANI,99.0
224,20251006,3345,KOLOR WL SR+CZESANIE,295.0
225,20251006,3643,MASKA KERASTASE DO PAKIETU,0.0
226,20251006,3332,PAKIET  WL SR,96.0
227,20251006,3334,PAKIET WL KR,129.0
228,20251006,3364,CZESANIE ASYSTENT,69.0
229,20251006,3334,PAKIET WL KR,129.0
230,20251006,3331,PAKIET  WL KR,96.0
231,20251006,3345,KOLOR WL SR+CZESANIE,295.0
232,20251006,3402,KOL OMBRE/SOMBRE WL DL,490.0
233,20251006,3574,MASKA+ AMP +BOS,179.0
234,20251006,3337,PAKIET  PAN,99.0
235,20251006,3336,PAKIET  WL DL,129.0
236,20251006,3334,PAKIET WL KR,129.0
237,20251006,3361,KOLOR Z BALEYAGE WL. DL,460.0
238,20251006,3345,KOLOR WL SR+CZESANIE,295.0
239,20251006,3332,PAKIET  WL SR,96.0
240,20251006,3346,KOLOR WL DL+CZESANIE,350.0
241,20251006,3643,MASKA KERASTASE DO PAKIETU,1.0
242,20251006,3341,CHLOPIEC NAST. DO 18LAT,79.0
243,20251006,3643,MASKA KERASTASE DO PAKIETU,1.0
244,20251006,3643,MASKA KERASTASE DO PAKIETU,1.0
245,20251006,3346,KOLOR WL DL+CZESANIE,350.0
246,20251006,3643,MASKA KERASTASE DO PAKIETU,1.0
247,20251006,3335,PAKIET  WL SR,129.0
248,20251006,3337,PAKIET  PAN,99.0
249,20251006,3357,BAL 2 KOL WL SR,405.0
250,20251006,3335,PAKIET  WL SR,129.0
251,20251006,3337,PAKIET  PAN,99.0
252,20251006,3332,PAKIET  WL SR,96.0
253,20251006,3341,CHLOPIEC NAST. DO 18LAT,79.0
254,20251006,3337,PAKIET  PAN,99.0
255,20251006,3341,CHLOPIEC NAST. DO 18LAT,79.0
256,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
257,20251007,3332,PAKIET  WL SR,96.0
258,20251007,3332,PAKIET  WL SR,0.0
259,20251007,3337,PAKIET  PAN,99.0
260,20251007,3337,PAKIET  PAN,99.0
261,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
262,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
263,20251007,3332,PAKIET  WL SR,96.0
264,20251007,3344,KOLOR WL KR+ CZESANIE,275.0
265,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
266,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
267,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
268,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
269,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
270,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
271,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
272,20251007,3345,KOLOR WL SR+CZESANIE,295.0
273,20251007,3643,MASKA KERASTASE DO PAKIETU,0.0
274,20251007,3344,KOLOR WL KR+ CZESANIE,275.0
275,20251007,3643,MASKA KERASTASE DO PAKIETU,0.0
276,20251007,3555,PROM.W GODZ 7-13 PANI,99.0
277,20251007,3334,PAKIET WL KR,129.0
278,20251007,3333,PAKIET WL DL,96.0
279,20251007,3346,KOLOR WL DL+CZESANIE,350.0
280,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
281,20251007,3336,PAKIET  WL DL,129.0
282,20251007,3337,PAKIET  PAN,99.0
283,20251007,3344,KOLOR WL KR+ CZESANIE,275.0
284,20251007,3358,BAL 2 KOL WL DL,460.0
285,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
286,20251007,3341,CHLOPIEC NAST. DO 18LAT,79.0
287,20251007,3337,PAKIET  PAN,99.0
288,20251007,3340,CHLOPIEC DO 6LAT,79.0
289,20251007,3337,PAKIET  PAN,99.0
290,20251007,3335,PAKIET  WL SR,129.0
291,20251007,3346,KOLOR WL DL+CZESANIE,350.0
292,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
293,20251007,3337,PAKIET  PAN,99.0
294,20251007,3337,PAKIET  PAN,99.0
295,20251007,3337,PAKIET  PAN,99.0
296,20251007,3341,CHLOPIEC NAST. DO 18LAT,79.0
297,20251007,3346,KOLOR WL DL+CZESANIE,350.0
298,20251007,3608,DOP£ATA LOREAL,40.0
299,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
300,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
301,20251007,3346,KOLOR WL DL+CZESANIE,350.0
302,20251007,3643,MASKA KERASTASE DO PAKIETU,1.0
303,20251007,3345,KOLOR WL SR+CZESANIE,295.0
304,20251007,3337,PAKIET  PAN,99.0
305,20251008,3332,PAKIET  WL SR,96.0
306,20251008,3333,PAKIET WL DL,96.0
307,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
308,20251008,3331,PAKIET  WL KR,96.0
309,20251008,3359,KOLOR Z BALEYAGE WL. KR,375.0
310,20251008,3337,PAKIET  PAN,99.0
311,20251008,3331,PAKIET  WL KR,96.0
312,20251008,3337,PAKIET  PAN,99.0
313,20251008,3337,PAKIET  PAN,99.0
314,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
315,20251008,3332,PAKIET  WL SR,96.0
316,20251008,3441,STRZYZENIE MESKIE MASZYNKA,79.0
317,20251008,3643,MASKA KERASTASE DO PAKIETU,1.0
318,20251008,3359,KOLOR Z BALEYAGE WL. KR,375.0
319,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
320,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
321,20251008,3361,KOLOR Z BALEYAGE WL. DL,460.0
322,20251008,3384,TRWALA KLAS KR,350.0
323,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
324,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
325,20251008,3337,PAKIET  PAN,99.0
326,20251008,3337,PAKIET  PAN,99.0
327,20251008,3555,PROM.W GODZ 7-13 PANI,99.0
328,20251008,3336,PAKIET  WL DL,129.0
329,20251008,3335,PAKIET  WL SR,129.0
330,20251008,3337,PAKIET  PAN,99.0
331,20251008,3337,PAKIET  PAN,99.0
332,20251008,3337,PAKIET  PAN,99.0
333,20251008,3332,PAKIET  WL SR,96.0
334,20251008,3343,DZIEWCZYNKA DO 18 LAT,99.0
335,20251008,3346,KOLOR WL DL+CZESANIE,350.0
336,20251008,3337,PAKIET  PAN,99.0
337,20251008,3332,PAKIET  WL SR,96.0
338,20251008,3341,CHLOPIEC NAST. DO 18LAT,79.0
339,20251008,3337,PAKIET  PAN,99.0
340,20251008,3336,PAKIET  WL DL,129.0
341,20251008,3337,PAKIET  PAN,99.0
342,20251008,3345,KOLOR WL SR+CZESANIE,222.0
343,20251008,3652,STRZ DO PAKIETU,110.0
344,20251008,3643,MASKA KERASTASE DO PAKIETU,0.0
345,20251008,3345,KOLOR WL SR+CZESANIE,295.0
346,20251008,3643,MASKA KERASTASE DO PAKIETU,0.0
347,20251008,3336,PAKIET  WL DL,129.0
348,20251008,3336,PAKIET  WL DL,129.0
349,20251008,3336,PAKIET  WL DL,129.0
350,20251008,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
351,20251008,3337,PAKIET  PAN,99.0
352,20251008,3344,KOLOR WL KR+ CZESANIE,275.0
353,20251008,3643,MASKA KERASTASE DO PAKIETU,0.0
354,20251008,3337,PAKIET  PAN,99.0
355,20251008,3337,PAKIET  PAN,99.0
356,20251008,3345,KOLOR WL SR+CZESANIE,295.0
357,20251008,3643,MASKA KERASTASE DO PAKIETU,0.0
358,20251008,3339,PAKIET STUDENT,89.0
359,20251008,3346,KOLOR WL DL+CZESANIE,350.0
360,20251008,3643,MASKA KERASTASE DO PAKIETU,0.0
361,20251008,3343,DZIEWCZYNKA DO 18 LAT,99.0
362,20251008,3337,PAKIET  PAN,99.0
363,20251008,3343,DZIEWCZYNKA DO 18 LAT,99.0
364,20251008,3346,KOLOR WL DL+CZESANIE,350.0
365,20251008,3345,KOLOR WL SR+CZESANIE,295.0
366,20251008,3652,STRZ DO PAKIETU,110.0
367,20251009,3337,PAKIET  PAN,99.0
368,20251009,3337,PAKIET  PAN,99.0
369,20251009,3337,PAKIET  PAN,99.0
370,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
371,20251009,3364,CZESANIE ASYSTENT,69.0
372,20251009,3332,PAKIET  WL SR,96.0
373,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
374,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
375,20251009,3364,CZESANIE ASYSTENT,69.0
376,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
377,20251009,3337,PAKIET  PAN,99.0
378,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
379,20251009,3337,PAKIET  PAN,99.0
380,20251009,3364,CZESANIE ASYSTENT,69.0
381,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
382,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
383,20251009,3364,CZESANIE ASYSTENT,69.0
384,20251009,3331,PAKIET  WL KR,96.0
385,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
386,20251009,3337,PAKIET  PAN,99.0
387,20251009,3337,PAKIET  PAN,99.0
388,20251009,3574,MASKA+ AMP +BOS,179.0
389,20251009,3331,PAKIET  WL KR,96.0
390,20251009,3331,PAKIET  WL KR,96.0
391,20251009,3402,KOL OMBRE/SOMBRE WL DL,490.0
392,20251009,3337,PAKIET  PAN,99.0
393,20251009,3331,PAKIET  WL KR,96.0
394,20251009,3337,PAKIET  PAN,99.0
395,20251009,3337,PAKIET  PAN,99.0
396,20251009,3364,CZESANIE ASYSTENT,69.0
397,20251009,3336,PAKIET  WL DL,129.0
398,20251009,3346,KOLOR WL DL+CZESANIE,350.0
399,20251009,3643,MASKA KERASTASE DO PAKIETU,1.0
400,20251009,3332,PAKIET  WL SR,96.0
401,20251009,3333,PAKIET WL DL,96.0
402,20251009,3333,PAKIET WL DL,96.0
403,20251009,3574,MASKA+ AMP +BOS,179.0
404,20251009,3441,STRZYZENIE MESKIE MASZYNKA,79.0
405,20251009,3555,PROM.W GODZ 7-13 PANI,99.0
406,20251009,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
407,20251009,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
408,20251009,3335,PAKIET  WL SR,129.0
409,20251009,3336,PAKIET  WL DL,129.0
410,20251009,3338,PAKIET STUDENTKA,99.0
411,20251009,3336,PAKIET  WL DL,129.0
412,20251009,3337,PAKIET  PAN,99.0
413,20251009,3335,PAKIET  WL SR,129.0
414,20251009,3361,KOLOR Z BALEYAGE WL. DL,460.0
415,20251009,3355,PASEMKA WL DL+CZES,390.0
416,20251009,3346,KOLOR WL DL+CZESANIE,350.0
417,20251009,3345,KOLOR WL SR+CZESANIE,295.0
418,20251009,3652,STRZ DO PAKIETU,110.0
419,20251009,3643,MASKA KERASTASE DO PAKIETU,1.0
420,20251009,3345,KOLOR WL SR+CZESANIE,295.0
421,20251009,3652,STRZ DO PAKIETU,110.0
422,20251009,3355,PASEMKA WL DL+CZES,390.0
423,20251009,3648,CZES Z AMP + MASK,240.0
424,20251009,3337,PAKIET  PAN,99.0
425,20251009,3337,PAKIET  PAN,99.0
426,20251009,3337,PAKIET  PAN,99.0
427,20251009,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
428,20251010,3337,PAKIET  PAN,99.0
429,20251010,3332,PAKIET  WL SR,96.0
430,20251010,3362,CZES. WL.PRZEDLUZANYCH,137.0
431,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
432,20251010,3332,PAKIET  WL SR,96.0
433,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
434,20251010,3332,PAKIET  WL SR,96.0
435,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
436,20251010,3332,PAKIET  WL SR,96.0
437,20251010,3459,PASEMKA + 1 KOLOR WL.DL,470.0
438,20251010,3333,PAKIET WL DL,96.0
439,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
440,20251010,3339,PAKIET STUDENT,89.0
441,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
442,20251010,3337,PAKIET  PAN,99.0
443,20251010,3331,PAKIET  WL KR,96.0
444,20251010,3346,KOLOR WL DL+CZESANIE,350.0
445,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
446,20251010,3344,KOLOR WL KR+ CZESANIE,275.0
447,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
448,20251010,3346,KOLOR WL DL+CZESANIE,350.0
449,20251010,3337,PAKIET  PAN,99.0
450,20251010,3334,PAKIET WL KR,129.0
451,20251010,3335,PAKIET  WL SR,129.0
452,20251010,3555,PROM.W GODZ 7-13 PANI,99.0
453,20251010,3637,PIELEGNACJA MOLECULAR,139.0
454,20251010,3346,KOLOR WL DL+CZESANIE,350.0
455,20251010,3652,STRZ DO PAKIETU,110.0
456,20251010,3331,PAKIET  WL KR,96.0
457,20251010,3341,CHLOPIEC NAST. DO 18LAT,79.0
458,20251010,3336,PAKIET  WL DL,129.0
459,20251010,3348,BALEYAGE WL SR ODB+CZES,305.0
460,20251010,3332,PAKIET  WL SR,96.0
461,20251010,3345,KOLOR WL SR+CZESANIE,295.0
462,20251010,3652,STRZ DO PAKIETU,110.0
463,20251010,3345,KOLOR WL SR+CZESANIE,295.0
464,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
465,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
466,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
467,20251010,3459,PASEMKA + 1 KOLOR WL.DL,470.0
468,20251010,3346,KOLOR WL DL+CZESANIE,350.0
469,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
470,20251010,3345,KOLOR WL SR+CZESANIE,295.0
471,20251010,3331,PAKIET  WL KR,96.0
472,20251010,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
473,20251010,3345,KOLOR WL SR+CZESANIE,295.0
474,20251010,3335,PAKIET  WL SR,129.0
475,20251010,3341,CHLOPIEC NAST. DO 18LAT,79.0
476,20251010,3648,CZES Z AMP + MASK,240.0
477,20251010,3331,PAKIET  WL KR,96.0
478,20251010,3331,PAKIET  WL KR,96.0
479,20251010,3458,PASEMKA + 1 KOLOR WL.SR,425.0
480,20251010,3637,PIELEGNACJA MOLECULAR,139.0
481,20251010,3344,KOLOR WL KR+ CZESANIE,275.0
482,20251010,3637,PIELEGNACJA MOLECULAR,139.0
483,20251010,3346,KOLOR WL DL+CZESANIE,350.0
484,20251010,3643,MASKA KERASTASE DO PAKIETU,1.0
485,20251010,3345,KOLOR WL SR+CZESANIE,227.13
486,20251010,3647,CZESANIE WLOSY DO PASA,137.0
487,20251010,3333,PAKIET WL DL,96.0
488,20251010,3332,PAKIET  WL SR,0.0
489,20251011,3336,PAKIET  WL DL,129.0
490,20251011,3332,PAKIET  WL SR,96.0
491,20251011,3332,PAKIET  WL SR,96.0
492,20251011,3336,PAKIET  WL DL,129.0
493,20251011,3335,PAKIET  WL SR,129.0
494,20251011,3335,PAKIET  WL SR,129.0
495,20251011,3335,PAKIET  WL SR,129.0
496,20251011,3651,STRZ NOWA WLOSKA KOLEKCJA,149.0
497,20251011,3332,PAKIET  WL SR,96.0
498,20251011,3337,PAKIET  PAN,99.0
499,20251011,3339,PAKIET STUDENT,89.0
500,20251011,3643,MASKA KERASTASE DO PAKIETU,1.0
501,20251011,3345,KOLOR WL SR+CZESANIE,295.0
502,20251011,3482,3D PAS+ 2 KOLORY WL.DL,473.64
